FlyBase_FBgn	FlyBase_FBtr	FlyBase_FBpp
FBgn0031738	FBtr0301235	FBpp0290453
FBgn0031738	FBtr0301236	FBpp0290454
FBgn0031738	FBtr0332038	FBpp0304348
FBgn0031738	FBtr0332039	FBpp0304349
FBgn0031739	FBtr0079160	FBpp0078791
FBgn0031739	FBtr0332037	FBpp0304347
FBgn0031740	FBtr0079139	FBpp0078770
FBgn0031741	FBtr0306841	FBpp0297739
FBgn0031741	FBtr0342609	FBpp0309549
FBgn0031741	FBtr0344769	FBpp0311098
FBgn0031745	FBtr0079158	FBpp0078789
FBgn0031745	FBtr0342620	FBpp0309555
FBgn0031746	FBtr0079143	FBpp0078774
FBgn0031746	FBtr0342615	FBpp0309553
FBgn0031747	FBtr0079154	FBpp0078785
FBgn0031747	FBtr0345750	FBpp0311771
FBgn0031749	FBtr0079153	FBpp0078784
FBgn0031751	FBtr0079151	FBpp0078782
FBgn0031751	FBtr0079152	FBpp0078783
FBgn0031752	FBtr0273412	FBpp0271920
FBgn0031752	FBtr0333231	FBpp0305433
FBgn0031753	FBtr0079150	FBpp0078781
FBgn0031756	FBtr0079237	FBpp0078867
FBgn0031756	FBtr0303267	FBpp0292359
FBgn0031756	FBtr0309288	FBpp0301211
FBgn0031757	FBtr0079172	FBpp0078803
FBgn0031758	FBtr0079173	FBpp0078804
FBgn0031758	FBtr0079174	FBpp0078805
FBgn0031758	FBtr0309286	FBpp0301210
FBgn0031759	FBtr0079231	FBpp0078862
FBgn0031759	FBtr0079232	FBpp0078863
FBgn0031759	FBtr0307069	FBpp0297912
FBgn0031759	FBtr0307070	FBpp0297913
FBgn0031759	FBtr0307071	FBpp0297914
FBgn0031759	FBtr0345336	FBpp0311492
FBgn0031760	FBtr0113024	FBpp0111937
FBgn0031760	FBtr0307300	FBpp0298301
FBgn0031760	FBtr0332600	FBpp0304850
FBgn0031762	FBtr0079228	FBpp0078859
FBgn0031762	FBtr0079229	FBpp0078860
FBgn0031762	FBtr0332602	FBpp0304851
FBgn0031763	FBtr0079181	FBpp0078812
FBgn0031764	FBtr0079225	FBpp0078856
FBgn0031764	FBtr0079226	FBpp0078857
FBgn0031765	FBtr0079224	FBpp0078855
FBgn0031765	FBtr0343131	FBpp0309830
FBgn0031766	FBtr0079222	FBpp0078853
FBgn0031768	FBtr0079183	FBpp0078814
FBgn0031768	FBtr0079184	FBpp0078815
FBgn0031768	FBtr0343120	FBpp0309820
FBgn0031769	FBtr0079185	FBpp0078816
FBgn0031769	FBtr0079186	FBpp0078817
FBgn0031769	FBtr0343121	FBpp0309821
FBgn0031769	FBtr0346135	FBpp0311963
FBgn0031770	FBtr0079187	FBpp0078818
FBgn0031771	FBtr0079216	FBpp0078847
FBgn0031771	FBtr0343129	FBpp0309828
FBgn0031772	FBtr0079188	FBpp0078819
FBgn0031772	FBtr0343122	FBpp0309822
FBgn0031773	FBtr0079215	FBpp0078846
FBgn0031774	FBtr0079189	FBpp0078820
FBgn0031774	FBtr0079190	FBpp0078821
FBgn0031774	FBtr0343123	FBpp0309823
FBgn0031774	FBtr0343124	FBpp0309824
FBgn0031775	FBtr0302213	FBpp0291423
FBgn0031776	FBtr0079191	FBpp0078822
FBgn0031776	FBtr0343125	FBpp0309825
FBgn0031777	FBtr0079213	FBpp0078844
FBgn0031777	FBtr0343128	FBpp0309827
FBgn0031778	FBtr0308942	
FBgn0031779	FBtr0079211	FBpp0078842
FBgn0031779	FBtr0079212	FBpp0078843
FBgn0031782	FBtr0333407	FBpp0305599
FBgn0031782	FBtr0346267	FBpp0312024
FBgn0031784	FBtr0079201	FBpp0078832
FBgn0031785	FBtr0079202	FBpp0078833
FBgn0031786	FBtr0079204	FBpp0078835
FBgn0031791	FBtr0079243	FBpp0078873
FBgn0031791	FBtr0340167	FBpp0309152
FBgn0031792	FBtr0079285	FBpp0078915
FBgn0031799	FBtr0079284	FBpp0078914
FBgn0031799	FBtr0331226	FBpp0303668
FBgn0031800	FBtr0079283	FBpp0078913
FBgn0031800	FBtr0331225	FBpp0303667
FBgn0031801	FBtr0079282	FBpp0078912
FBgn0031802	FBtr0079281	FBpp0078911
FBgn0031803	FBtr0346719	FBpp0312330
FBgn0031804	FBtr0473626	FBpp0423089
FBgn0031805	FBtr0079253	FBpp0078883
FBgn0031808	FBtr0079255	FBpp0078885
FBgn0031811	FBtr0079256	FBpp0078886
FBgn0031811	FBtr0343151	FBpp0309849
FBgn0031813	FBtr0089948	FBpp0088887
FBgn0031813	FBtr0114603	FBpp0113095
FBgn0031813	FBtr0329952	FBpp0302984
FBgn0031813	FBtr0345720	FBpp0311763
FBgn0031814	FBtr0079272	FBpp0078902
FBgn0031814	FBtr0329951	FBpp0302983
FBgn0031814	FBtr0339788	FBpp0308835
FBgn0031815	FBtr0079258	FBpp0078888
FBgn0031815	FBtr0079259	FBpp0078889
FBgn0031816	FBtr0079271	FBpp0078901
FBgn0031816	FBtr0331186	FBpp0303613
FBgn0031817	FBtr0079270	FBpp0078900
FBgn0031817	FBtr0331185	FBpp0303612
FBgn0031818	FBtr0079267	FBpp0078897
FBgn0031818	FBtr0303229	FBpp0292321
FBgn0031820	FBtr0079260	FBpp0078890
FBgn0031820	FBtr0344764	FBpp0311092
FBgn0031822	FBtr0079264	FBpp0078894
FBgn0031824	FBtr0079263	FBpp0078893
FBgn0031826	FBtr0079286	FBpp0078916
FBgn0031829	FBtr0479839	FBpp0428173
FBgn0031830	FBtr0079288	FBpp0078918
FBgn0031830	FBtr0343157	FBpp0309852
FBgn0031831	FBtr0079289	FBpp0078919
FBgn0031832	FBtr0079332	FBpp0078961
FBgn0031832	FBtr0343162	FBpp0309857
FBgn0031832	FBtr0343163	FBpp0309858
FBgn0031834	FBtr0079330	FBpp0078959
FBgn0031834	FBtr0343161	FBpp0309856
FBgn0031835	FBtr0089641	FBpp0088584
FBgn0031835	FBtr0343159	FBpp0309854
FBgn0031835	FBtr0343160	FBpp0309855
FBgn0031836	FBtr0079291	FBpp0078921
FBgn0031836	FBtr0079292	FBpp0078922
FBgn0031836	FBtr0079293	FBpp0078923
FBgn0031837	FBtr0113026	FBpp0111939
FBgn0031844	FBtr0079323	FBpp0078952
FBgn0031844	FBtr0333517	FBpp0305697
FBgn0031848	FBtr0079319	FBpp0078948
FBgn0031848	FBtr0333349	FBpp0305541
FBgn0031849	FBtr0079315	FBpp0078944
FBgn0031850	FBtr0079311	FBpp0078940
FBgn0031850	FBtr0079312	FBpp0078941
FBgn0031850	FBtr0079313	FBpp0078942
FBgn0031850	FBtr0079314	FBpp0078943
FBgn0031850	FBtr0114488	FBpp0112980
FBgn0031850	FBtr0114489	FBpp0112981
FBgn0031850	FBtr0336751	FBpp0307727
FBgn0031851	FBtr0079299	FBpp0078929
FBgn0031853	FBtr0300056	FBpp0289333
FBgn0031854	FBtr0079305	FBpp0078935
FBgn0031855	FBtr0079303	FBpp0078933
FBgn0031855	FBtr0339237	FBpp0308344
FBgn0031856	FBtr0290242	FBpp0288681
FBgn0031857	FBtr0290295	FBpp0288734
FBgn0031857	FBtr0301972	FBpp0291182
FBgn0031857	FBtr0331216	FBpp0303658
FBgn0031857	FBtr0331217	FBpp0303659
FBgn0031857	FBtr0331218	FBpp0303660
FBgn0031857	FBtr0331219	FBpp0303661
FBgn0031857	FBtr0331220	FBpp0303662
FBgn0031857	FBtr0331221	FBpp0303663
FBgn0031857	FBtr0331222	FBpp0303664
FBgn0031858	FBtr0079336	FBpp0078965
FBgn0031858	FBtr0079337	FBpp0078966
FBgn0031858	FBtr0332335	FBpp0304612
FBgn0031859	FBtr0079377	FBpp0079005
FBgn0031859	FBtr0309814	FBpp0301561
FBgn0031859	FBtr0309815	FBpp0301562
FBgn0031859	FBtr0345445	FBpp0311569
FBgn0031860	FBtr0079339	FBpp0078967
FBgn0031860	FBtr0309812	FBpp0301559
FBgn0031861	FBtr0300821	FBpp0290045
FBgn0031861	FBtr0309813	FBpp0301560
FBgn0031861	FBtr0334841	FBpp0306866
FBgn0031865	FBtr0079373	FBpp0079001
FBgn0031865	FBtr0079374	FBpp0079002
FBgn0031866	FBtr0079344	FBpp0078972
FBgn0031866	FBtr0307033	FBpp0297876
FBgn0031866	FBtr0343867	FBpp0310405
FBgn0031868	FBtr0079345	FBpp0078973
FBgn0031868	FBtr0332324	FBpp0304602
FBgn0031869	FBtr0079367	FBpp0078995
FBgn0031869	FBtr0306285	FBpp0297395
FBgn0031869	FBtr0332326	FBpp0304604
FBgn0031869	FBtr0332327	FBpp0304605
FBgn0031871	FBtr0079366	FBpp0078994
FBgn0031871	FBtr0332325	FBpp0304603
FBgn0031872	FBtr0079365	FBpp0078993
FBgn0031873	FBtr0079364	FBpp0078992
FBgn0031874	FBtr0079363	FBpp0078991
FBgn0031874	FBtr0343775	FBpp0310332
FBgn0031874	FBtr0343776	FBpp0310333
FBgn0031875	FBtr0079350	FBpp0078978
FBgn0031876	FBtr0079362	FBpp0078990
FBgn0031877	FBtr0079351	FBpp0078979
FBgn0031877	FBtr0343774	FBpp0310331
FBgn0031878	FBtr0079357	FBpp0078985
FBgn0031878	FBtr0079358	FBpp0078986
FBgn0031878	FBtr0079359	FBpp0078987
FBgn0031878	FBtr0079360	FBpp0078988
FBgn0031878	FBtr0079361	FBpp0078989
FBgn0031879	FBtr0290119	FBpp0288558
FBgn0031879	FBtr0302162	FBpp0291372
FBgn0031879	FBtr0307072	FBpp0297915
FBgn0031879	FBtr0307073	FBpp0297916
FBgn0031879	FBtr0307074	FBpp0297917
FBgn0031879	FBtr0339664	FBpp0308723
FBgn0031881	FBtr0079389	FBpp0079017
FBgn0031882	FBtr0079426	FBpp0079054
FBgn0031882	FBtr0079427	FBpp0079055
FBgn0031882	FBtr0079428	FBpp0079056
FBgn0031882	FBtr0309323	FBpp0301227
FBgn0031883	FBtr0089636	FBpp0088579
FBgn0031883	FBtr0089640	FBpp0088583
FBgn0031883	FBtr0344708	FBpp0311041
FBgn0031883	FBtr0344709	FBpp0311042
FBgn0031883	FBtr0344710	FBpp0311043
FBgn0031883	FBtr0344711	FBpp0311044
FBgn0031883	FBtr0344712	FBpp0311045
FBgn0031885	FBtr0079401	FBpp0079029
FBgn0031885	FBtr0079402	FBpp0079030
FBgn0031885	FBtr0110978	FBpp0110277
FBgn0031886	FBtr0079424	FBpp0079052
FBgn0031887	FBtr0289952	FBpp0288390
FBgn0031888	FBtr0079423	FBpp0079051
FBgn0031893	FBtr0079405	FBpp0079033
FBgn0031893	FBtr0113028	FBpp0111941
FBgn0031894	FBtr0079419	FBpp0079047
FBgn0031894	FBtr0342654	FBpp0309570
FBgn0031894	FBtr0342655	FBpp0309571
FBgn0031895	FBtr0079418	FBpp0079046
FBgn0031895	FBtr0302948	FBpp0292074
FBgn0031896	FBtr0079416	FBpp0079044
FBgn0031896	FBtr0079417	FBpp0079045
FBgn0031897	FBtr0079414	FBpp0079042
FBgn0031897	FBtr0110799	FBpp0110096
FBgn0031897	FBtr0330197	FBpp0303230
FBgn0031897	FBtr0330198	FBpp0303231
FBgn0031897	FBtr0330199	FBpp0303232
FBgn0031900	FBtr0333353	FBpp0305545
FBgn0031902	FBtr0303251	FBpp0292343
FBgn0031902	FBtr0334800	FBpp0306846
FBgn0031903	FBtr0481634	FBpp0428416
FBgn0031904	FBtr0079469	FBpp0079093
FBgn0031905	FBtr0079438	FBpp0079066
FBgn0031906	FBtr0079468	FBpp0079092
FBgn0031906	FBtr0302588	FBpp0291744
FBgn0031907	FBtr0079439	FBpp0079067
FBgn0031907	FBtr0079440	FBpp0079068
FBgn0031907	FBtr0302587	FBpp0291743
FBgn0031907	FBtr0334838	FBpp0306865
FBgn0031907	FBtr0345288	FBpp0311455
FBgn0031908	FBtr0079441	FBpp0079069
FBgn0031908	FBtr0332522	FBpp0304792
FBgn0031909	FBtr0079467	FBpp0079091
FBgn0031910	FBtr0079442	FBpp0079070
FBgn0031913	FBtr0079466	FBpp0079090
FBgn0031914	FBtr0079446	FBpp0079074
FBgn0031914	FBtr0079447	FBpp0079075
FBgn0031914	FBtr0079448	FBpp0079076
FBgn0031914	FBtr0301152	FBpp0290375
FBgn0031914	FBtr0332530	FBpp0304798
FBgn0031914	FBtr0332531	FBpp0304799
FBgn0031914	FBtr0344858	FBpp0311173
FBgn0031918	FBtr0079449	FBpp0079077
FBgn0031918	FBtr0330720	FBpp0303564
FBgn0031920	FBtr0079451	FBpp0079079
FBgn0031920	FBtr0301125	FBpp0290347
FBgn0031925	FBtr0079471	FBpp0079095
FBgn0031926	FBtr0079472	FBpp0079096
FBgn0031926	FBtr0335486	FBpp0307459
FBgn0031929	FBtr0079516	FBpp0079139
FBgn0031929	FBtr0335489	FBpp0307462
FBgn0031930	FBtr0079515	FBpp0079138
FBgn0031935	FBtr0302518	FBpp0291680
FBgn0031936	FBtr0079507	FBpp0079130
FBgn0031937	FBtr0300709	FBpp0289933
FBgn0031937	FBtr0343407	FBpp0310053
FBgn0031939	FBtr0079503	FBpp0079126
FBgn0031939	FBtr0079504	FBpp0079127
FBgn0031939	FBtr0079505	FBpp0079128
FBgn0031939	FBtr0114496	FBpp0112988
FBgn0031940	FBtr0079499	FBpp0079122
FBgn0031941	FBtr0079481	FBpp0079104
FBgn0031942	FBtr0290272	FBpp0288711
FBgn0031942	FBtr0346499	FBpp0312122
FBgn0031945	FBtr0079485	FBpp0079108
FBgn0031945	FBtr0343400	FBpp0310047
FBgn0031946	FBtr0079487	FBpp0079110
FBgn0031946	FBtr0343401	FBpp0310048
FBgn0031947	FBtr0079488	FBpp0079111
FBgn0031948	FBtr0079496	FBpp0079119
FBgn0031948	FBtr0343405	FBpp0310051
FBgn0031948	FBtr0343406	FBpp0310052
FBgn0031950	FBtr0079493	FBpp0079116
FBgn0031950	FBtr0343403	FBpp0310049
FBgn0031951	FBtr0079489	FBpp0079112
FBgn0031951	FBtr0301329	FBpp0290544
FBgn0031951	FBtr0343415	FBpp0310061
FBgn0031952	FBtr0079492	FBpp0079115
FBgn0031952	FBtr0301330	FBpp0290545
FBgn0031952	FBtr0301331	FBpp0290546
FBgn0031952	FBtr0343423	FBpp0310068
FBgn0031952	FBtr0343424	FBpp0310069
FBgn0031954	FBtr0079526	FBpp0079149
FBgn0031955	FBtr0079564	FBpp0079186
FBgn0031955	FBtr0343421	FBpp0310067
FBgn0031957	FBtr0079563	FBpp0079185
FBgn0031959	FBtr0079561	FBpp0079183
FBgn0031961	FBtr0079559	FBpp0079181
FBgn0031961	FBtr0343419	FBpp0310065
FBgn0031968	FBtr0079531	FBpp0079153
FBgn0031968	FBtr0300184	FBpp0289421
FBgn0031968	FBtr0300185	FBpp0289422
FBgn0031968	FBtr0306336	FBpp0297432
FBgn0031969	FBtr0114550	FBpp0113042
FBgn0031969	FBtr0300183	FBpp0289420
FBgn0031969	FBtr0331673	FBpp0304063
FBgn0031969	FBtr0331674	FBpp0304064
FBgn0031969	FBtr0344860	FBpp0311175
FBgn0031969	FBtr0344861	FBpp0311176
FBgn0031970	FBtr0079551	FBpp0079173
FBgn0031970	FBtr0305574	FBpp0294025
FBgn0031970	FBtr0344063	FBpp0310480
FBgn0031971	FBtr0079532	FBpp0079154
FBgn0031971	FBtr0343382	FBpp0310037
FBgn0031972	FBtr0079550	FBpp0079172
FBgn0031972	FBtr0343384	FBpp0310039
FBgn0031973	FBtr0079549	FBpp0079171
FBgn0031974	FBtr0300761	FBpp0289985
FBgn0031974	FBtr0343383	FBpp0310038
FBgn0031975	FBtr0079533	FBpp0079155
FBgn0031975	FBtr0079534	FBpp0079156
FBgn0031976	FBtr0301128	FBpp0290350
FBgn0031976	FBtr0301129	FBpp0290351
FBgn0031976	FBtr0306002	FBpp0297144
FBgn0031977	FBtr0079535	FBpp0079157
FBgn0031977	FBtr0333095	FBpp0305308
FBgn0031979	FBtr0079540	FBpp0079162
FBgn0031980	FBtr0079546	FBpp0079168
FBgn0031980	FBtr0345332	FBpp0311488
FBgn0031981	FBtr0344788	FBpp0311116
FBgn0031981	FBtr0344789	FBpp0311117
FBgn0031985	FBtr0301229	FBpp0290447
FBgn0031985	FBtr0339674	FBpp0308731
FBgn0031986	FBtr0079575	FBpp0079197
FBgn0031987	FBtr0079642	FBpp0079258
FBgn0031988	FBtr0079576	FBpp0079198
FBgn0031988	FBtr0339671	FBpp0308728
FBgn0031990	FBtr0079641	FBpp0079257
FBgn0031990	FBtr0302595	FBpp0291751
FBgn0031990	FBtr0339673	FBpp0308730
FBgn0031990	FBtr0344863	FBpp0311178
FBgn0031992	FBtr0079640	FBpp0079256
FBgn0031992	FBtr0346463	FBpp0312113
FBgn0031995	FBtr0079638	FBpp0079254
FBgn0031995	FBtr0079639	FBpp0079255
FBgn0031995	FBtr0335186	FBpp0307178
FBgn0031996	FBtr0079586	FBpp0079207
FBgn0031997	FBtr0079587	FBpp0079208
FBgn0031997	FBtr0079588	FBpp0079209
FBgn0031997	FBtr0335190	FBpp0307180
FBgn0031998	FBtr0079637	FBpp0079253
FBgn0031999	FBtr0079589	FBpp0079210
FBgn0032000	FBtr0079633	FBpp0079249
FBgn0032000	FBtr0079634	FBpp0079250
FBgn0032001	FBtr0089935	FBpp0088874
FBgn0032001	FBtr0332414	FBpp0304687
FBgn0032002	FBtr0079593	FBpp0079214
FBgn0032002	FBtr0332415	FBpp0304688
FBgn0032003	FBtr0079594	FBpp0079215
FBgn0032004	FBtr0079632	FBpp0079248
FBgn0032005	FBtr0079631	FBpp0079247
FBgn0032005	FBtr0306170	FBpp0297300
FBgn0032006	FBtr0079625	FBpp0079244
FBgn0032006	FBtr0079626	FBpp0079245
FBgn0032006	FBtr0079628	FBpp0089341
FBgn0032006	FBtr0079629	FBpp0089342
FBgn0032006	FBtr0301338	FBpp0290552
FBgn0032006	FBtr0301339	FBpp0290553
FBgn0032006	FBtr0302147	FBpp0291357
FBgn0032006	FBtr0302148	FBpp0291358
FBgn0032006	FBtr0303108	FBpp0292227
FBgn0032006	FBtr0303109	FBpp0292228
FBgn0032006	FBtr0332416	FBpp0304689
FBgn0032006	FBtr0332417	FBpp0304690
FBgn0032006	FBtr0332418	FBpp0304691
FBgn0032008	FBtr0079595	FBpp0079216
FBgn0032008	FBtr0346906	FBpp0312408
FBgn0032010	FBtr0079620	FBpp0079239
FBgn0032010	FBtr0079621	FBpp0079240
FBgn0032010	FBtr0306391	FBpp0297483
FBgn0032010	FBtr0306392	FBpp0297484
FBgn0032010	FBtr0332360	FBpp0304636
FBgn0032010	FBtr0332361	FBpp0304637
FBgn0032010	FBtr0332362	FBpp0304638
FBgn0032010	FBtr0332363	FBpp0304639
FBgn0032010	FBtr0332364	FBpp0304640
FBgn0032010	FBtr0332365	FBpp0304641
FBgn0032010	FBtr0332366	FBpp0304642
FBgn0032010	FBtr0332367	FBpp0304643
FBgn0032013	FBtr0079597	FBpp0079217
FBgn0032013	FBtr0329934	FBpp0302966
FBgn0032013	FBtr0329935	FBpp0302967
FBgn0032014	FBtr0079598	FBpp0079218
FBgn0032015	FBtr0079613	FBpp0079233
FBgn0032016	FBtr0079599	FBpp0079219
FBgn0032017	FBtr0079612	FBpp0079232
FBgn0032018	FBtr0079600	FBpp0079220
FBgn0032020	FBtr0079601	FBpp0079221
FBgn0032021	FBtr0079609	FBpp0079229
FBgn0032021	FBtr0346462	FBpp0312112
FBgn0032022	FBtr0079602	FBpp0079222
FBgn0032022	FBtr0079603	FBpp0079223
FBgn0032023	FBtr0079604	FBpp0079224
FBgn0032024	FBtr0079605	FBpp0079225
FBgn0032025	FBtr0079606	FBpp0079226
FBgn0032025	FBtr0345779	FBpp0311775
FBgn0032026	FBtr0079608	FBpp0079228
FBgn0032026	FBtr0307092	FBpp0297935
FBgn0032029	FBtr0079648	FBpp0079264
FBgn0032029	FBtr0079649	FBpp0079265
FBgn0032029	FBtr0339790	FBpp0308837
FBgn0032029	FBtr0345734	FBpp0311764
FBgn0032030	FBtr0079650	FBpp0079266
FBgn0032031	FBtr0079723	FBpp0079327
FBgn0032032	FBtr0079651	FBpp0079267
FBgn0032033	FBtr0079720	FBpp0079325
FBgn0032033	FBtr0331995	FBpp0304317
FBgn0032034	FBtr0079652	FBpp0079268
FBgn0032034	FBtr0303472	FBpp0292524
FBgn0032036	FBtr0079653	FBpp0079269
FBgn0032036	FBtr0079654	FBpp0079270
FBgn0032036	FBtr0079655	FBpp0079271
FBgn0032036	FBtr0079656	FBpp0079272
FBgn0032036	FBtr0079657	FBpp0079273
FBgn0032036	FBtr0079658	FBpp0079274
FBgn0032036	FBtr0303467	FBpp0292519
FBgn0032036	FBtr0303468	FBpp0292520
FBgn0032036	FBtr0303469	FBpp0292521
FBgn0032036	FBtr0303470	FBpp0292522
FBgn0032036	FBtr0303471	FBpp0292523
FBgn0032039	FBtr0079660	FBpp0079275
FBgn0032040	FBtr0079661	FBpp0079276
FBgn0032042	FBtr0079710	FBpp0079315
FBgn0032042	FBtr0331990	FBpp0304312
FBgn0032047	FBtr0079681	FBpp0079293
FBgn0032048	FBtr0079699	FBpp0079307
FBgn0032048	FBtr0079700	FBpp0079308
FBgn0032049	FBtr0079701	FBpp0079309
FBgn0032049	FBtr0343427	FBpp0310072
FBgn0032050	FBtr0079698	FBpp0079306
FBgn0032050	FBtr0343426	FBpp0310071
FBgn0032051	FBtr0079697	FBpp0079305
FBgn0032052	FBtr0079682	FBpp0079294
FBgn0032053	FBtr0079696	FBpp0079304
FBgn0032054	FBtr0079683	FBpp0079295
FBgn0032054	FBtr0333413	FBpp0305605
FBgn0032054	FBtr0333414	FBpp0305606
FBgn0032055	FBtr0079684	FBpp0079296
FBgn0032055	FBtr0333415	FBpp0305607
FBgn0032057	FBtr0079753	FBpp0079354
FBgn0032058	FBtr0079751	FBpp0079353
FBgn0032059	FBtr0079750	FBpp0079352
FBgn0032061	FBtr0079731	FBpp0079333
FBgn0032061	FBtr0339543	FBpp0308626
FBgn0032065	FBtr0079732	FBpp0079334
FBgn0032066	FBtr0079744	FBpp0079346
FBgn0032066	FBtr0340230	FBpp0309205
FBgn0032067	FBtr0302992	FBpp0292117
FBgn0032068	FBtr0079742	FBpp0079344
FBgn0032068	FBtr0345752	FBpp0311773
FBgn0032069	FBtr0079741	FBpp0079343
FBgn0032072	FBtr0079738	FBpp0079340
FBgn0032074	FBtr0079754	FBpp0079355
FBgn0032074	FBtr0300289	FBpp0289517
FBgn0032074	FBtr0340261	FBpp0309228
FBgn0032075	FBtr0079755	FBpp0079356
FBgn0032075	FBtr0079756	FBpp0079357
FBgn0032075	FBtr0273420	FBpp0271928
FBgn0032076	FBtr0100481	FBpp0099918
FBgn0032076	FBtr0299780	FBpp0289058
FBgn0032076	FBtr0340263	FBpp0309230
FBgn0032077	FBtr0079791	FBpp0079391
FBgn0032077	FBtr0340262	FBpp0309229
FBgn0032078	FBtr0079788	FBpp0079388
FBgn0032078	FBtr0079789	FBpp0079389
FBgn0032078	FBtr0079790	FBpp0079390
FBgn0032079	FBtr0079787	FBpp0079387
FBgn0032079	FBtr0113029	FBpp0111942
FBgn0032079	FBtr0303885	FBpp0292888
FBgn0032080	FBtr0079786	FBpp0079386
FBgn0032080	FBtr0332188	FBpp0304497
FBgn0032082	FBtr0079759	FBpp0079360
FBgn0032082	FBtr0332186	FBpp0304495
FBgn0032082	FBtr0332187	FBpp0304496
FBgn0032083	FBtr0332206	FBpp0304515
FBgn0032083	FBtr0332207	FBpp0304516
FBgn0032084	FBtr0079783	FBpp0079383
FBgn0032084	FBtr0079784	FBpp0079384
FBgn0032085	FBtr0079761	FBpp0079362
FBgn0032085	FBtr0345450	FBpp0311574
FBgn0032086	FBtr0079762	FBpp0079363
FBgn0032087	FBtr0079765	FBpp0079366
FBgn0032088	FBtr0079766	FBpp0079367
FBgn0032088	FBtr0309842	FBpp0301576
FBgn0032089	FBtr0079779	FBpp0079380
FBgn0032090	FBtr0079778	FBpp0079379
FBgn0032090	FBtr0339808	FBpp0308846
FBgn0032094	FBtr0079767	FBpp0079368
FBgn0032094	FBtr0340592	FBpp0309472
FBgn0032095	FBtr0079768	FBpp0079369
FBgn0032096	FBtr0079770	FBpp0079371
FBgn0032100	FBtr0079773	FBpp0079374
FBgn0032101	FBtr0079774	FBpp0079375
FBgn0032101	FBtr0330220	FBpp0303253
FBgn0032104	FBtr0079819	FBpp0079418
FBgn0032104	FBtr0343928	FBpp0310419
FBgn0032105	FBtr0079817	FBpp0079416
FBgn0032105	FBtr0079818	FBpp0079417
FBgn0032109	FBtr0273186	FBpp0271694
FBgn0032109	FBtr0336622	FBpp0307605
FBgn0032109	FBtr0336623	FBpp0307606
FBgn0032109	FBtr0336624	FBpp0307607
FBgn0032110	FBtr0079803	FBpp0079403
FBgn0032110	FBtr0336625	FBpp0307608
FBgn0032111	FBtr0079805	FBpp0079405
FBgn0032115	FBtr0079813	FBpp0079412
FBgn0032115	FBtr0303900	FBpp0292903
FBgn0032116	FBtr0079807	FBpp0079407
FBgn0032116	FBtr0303896	FBpp0292899
FBgn0032116	FBtr0303897	FBpp0292900
FBgn0032117	FBtr0079811	FBpp0079411
FBgn0032117	FBtr0343431	FBpp0310076
FBgn0032117	FBtr0346623	FBpp0312203
FBgn0032119	FBtr0079810	FBpp0079410
FBgn0032120	FBtr0089853	FBpp0088794
FBgn0032120	FBtr0089854	FBpp0088795
FBgn0032120	FBtr0301064	FBpp0290286
FBgn0032120	FBtr0301065	FBpp0290287
FBgn0032122	FBtr0079829	FBpp0079427
FBgn0032123	FBtr0079825	FBpp0079423
FBgn0032123	FBtr0079826	FBpp0079424
FBgn0032123	FBtr0079827	FBpp0079425
FBgn0032123	FBtr0079828	FBpp0079426
FBgn0032124	FBtr0079830	FBpp0079428
FBgn0032125	FBtr0079831	FBpp0079429
FBgn0032126	FBtr0079832	FBpp0079430
FBgn0032127	FBtr0273329	FBpp0271837
FBgn0032129	FBtr0079860	FBpp0079456
FBgn0032129	FBtr0079861	FBpp0079457
FBgn0032129	FBtr0113030	FBpp0111943
FBgn0032129	FBtr0304056	FBpp0293019
FBgn0032129	FBtr0304057	FBpp0293020
FBgn0032129	FBtr0479942	FBpp0428274
FBgn0032130	FBtr0079834	FBpp0079432
FBgn0032130	FBtr0079835	FBpp0079433
FBgn0032131	FBtr0079836	FBpp0079434
FBgn0032131	FBtr0303250	FBpp0292342
FBgn0032132	FBtr0114535	FBpp0113027
FBgn0032135	FBtr0079841	FBpp0079438
FBgn0032135	FBtr0079842	FBpp0079439
FBgn0032135	FBtr0302199	FBpp0291409
FBgn0032136	FBtr0303874	FBpp0292877
FBgn0032138	FBtr0079848	FBpp0079445
FBgn0032139	FBtr0079863	FBpp0079459
FBgn0032139	FBtr0335502	FBpp0307470
FBgn0032140	FBtr0079864	FBpp0079460
FBgn0032140	FBtr0335503	FBpp0307471
FBgn0032143	FBtr0079867	FBpp0079463
FBgn0032144	FBtr0079868	FBpp0079464
FBgn0032147	FBtr0079869	FBpp0079465
FBgn0032147	FBtr0307204	FBpp0298033
FBgn0032149	FBtr0079870	FBpp0079466
FBgn0032149	FBtr0303447	FBpp0292502
FBgn0032150	FBtr0079917	FBpp0079507
FBgn0032150	FBtr0331285	FBpp0303721
FBgn0032150	FBtr0331286	FBpp0303722
FBgn0032151	FBtr0079912	FBpp0079502
FBgn0032151	FBtr0079913	FBpp0079503
FBgn0032151	FBtr0079914	FBpp0079504
FBgn0032151	FBtr0079915	FBpp0079505
FBgn0032151	FBtr0079916	FBpp0079506
FBgn0032151	FBtr0303898	FBpp0292901
FBgn0032151	FBtr0331284	FBpp0303720
FBgn0032153	FBtr0113031	FBpp0111944
FBgn0032154	FBtr0079911	FBpp0079501
FBgn0032156	FBtr0079902	FBpp0079497
FBgn0032156	FBtr0079903	FBpp0079498
